Location,Features,Name of Restaurant
Selaiyur,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",1
Selaiyur,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended']",1
Selaiyur,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Self Service', 'Desserts and Bakes']",1
Selaiyur,['Home Delivery'],8
Selaiyur,"['Vegetarian Only', 'Indoor Seating']",1
T. Nagar,"['Breakfast', 'Delivery Only']",2
T. Nagar,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating', 'Table reservation required', 'Valet Parking Available']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",3
T. Nagar,"['Breakfast', 'Home Delivery', 'Free Parking', 'Vegan Options']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Kid Friendly', 'Self Service']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes', 'Pre-Ordering Required', 'Catering Available']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Indoor Seating']",5
T. Nagar,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Catering Available']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Smoking Area', 'Buffet', 'Live Music', 'Table booking recommended', 'Wifi']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Indoor Seating', 'Buffet']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table booking recommended', 'Vegan Options', 'All Day Breakfast', 'Indoor Seating', 'Available for Functions', 'Catering Available', 'Desserts and Bakes']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet', 'Table reservation required', 'Pre-Ordering Required']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking', 'All Day Breakfast']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Table reservation required']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Catering Available']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",4
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Pre-Ordering Required', 'Serves Jain Food']",1
T. Nagar,"['Breakfast', 'Home Delivery', 'Vegetarian Only']",1
T. Nagar,"['Breakfast', 'Home Delivery']",1
T. Nagar,"['Delivery Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",1
T. Nagar,"['Delivery Only', 'Pre-Ordering Required', 'Desserts and Bakes']",1
T. Nagar,['Delivery Only'],10
T. Nagar,"['Home Delivery', 'Board Games', 'Outdoor Seating', 'Kid Friendly', 'Smoking Area', 'Gaming Area', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Catering Available', 'Desserts and Bakes', 'Free Parking', 'Pre-Ordering Required', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Desserts and Bakes', 'Free Parking', 'Pre-Ordering Required', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Desserts and Bakes', 'Outdoor Seating', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Desserts and Bakes']",3
T. Nagar,"['Home Delivery', 'Free Parking', 'Disabled Friendly', 'Indoor Seating', 'Kid Friendly', 'LGBTQIA Friendly', 'Wifi', 'All Day Breakfast']",1
T. Nagar,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Wifi']",1
T. Nagar,"['Home Delivery', 'Free Parking', 'Indoor Seating']",7
T. Nagar,"['Home Delivery', 'Free Parking', 'Outdoor Seating']",1
T. Nagar,"['Home Delivery', 'Free Parking']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'All Day Breakfast']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",2
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Free Parking']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Kid Friendly', 'Pre-Ordering Required', 'Disabled Friendly', 'Desserts and Bakes']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",2
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Rooftop']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",2
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Rooftop']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",2
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
T. Nagar,"['Home Delivery', 'Indoor Seating', 'Wifi']",1
T. Nagar,"['Home Delivery', 'Indoor Seating']",32
T. Nagar,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",1
T. Nagar,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Outdoor Seating']",2
T. Nagar,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",1
T. Nagar,"['Home Delivery', 'Self Service']",2
T. Nagar,"['Home Delivery', 'Standing Tables']",2
T. Nagar,"['Home Delivery', 'Table booking recommended', 'Free Parking', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Table Reservation Not Required', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Valet Parking Available', 'Table reservation required', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Pre-Ordering Required', 'Catering Available']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",2
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating', 'Catering Available']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Indoor Seating', 'Desserts and Bakes']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Indoor Seating', 'Kid Friendly']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Free Parking']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Table reservation required', 'Serves Jain Food']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",2
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Sugar Free Options', 'Desserts and Bakes']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",4
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Desserts and Bakes']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Desserts and Bakes', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Indoor Seating', 'Buffet', 'Outdoor Seating', 'Table Reservation Not Required', 'Wifi', 'Serves Jain Food']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Free Wifi']",1
T. Nagar,"['Home Delivery', 'Vegetarian Only']",3
T. Nagar,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended', 'Serves Jain Food', 'Buffet']",1
T. Nagar,"['Home Delivery', 'Wifi', 'Card Upon Delivery', 'Free Parking', 'Indoor Seating']",1
T. Nagar,"['Home Delivery', 'Wifi', 'Free Parking', 'Live Sports Screening', 'Outdoor Seating', 'Free Wifi', 'Table booking recommended', 'Smoking Area', 'Karaoke', 'Valet Parking Available', 'Indoor Seating']",1
T. Nagar,['Home Delivery'],12
Tambaram,"['Breakfast', 'Delivery Only', 'Vegetarian Only', 'Desserts and Bakes']",1
Tambaram,"['Breakfast', 'Delivery Only']",3
Tambaram,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",2
Tambaram,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']",1
Tambaram,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",1
Tambaram,"['Breakfast', 'Home Delivery', 'Indoor Seating']",9
Tambaram,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",1
Tambaram,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",2
Tambaram,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",5
Tambaram,"['Breakfast', 'Home Delivery', 'Vegetarian Only']",1
Tambaram,"['Breakfast', 'Home Delivery']",4
Tambaram,"['Delivery Only', 'Desserts and Bakes']",2
Tambaram,['Delivery Only'],19
Tambaram,"['Home Delivery', 'Catering Available', 'Indoor Seating']",1
Tambaram,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']",1
Tambaram,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Sports TV']",1
Tambaram,"['Home Delivery', 'Free Parking', 'Indoor Seating']",5
Tambaram,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating', 'Desserts and Bakes']",1
Tambaram,"['Home Delivery', 'Full Bar Available', 'Indoor Seating', 'Smoking Area']",1
Tambaram,"['Home Delivery', 'Indoor Seating', 'Catering Available']",4
Tambaram,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",4
Tambaram,"['Home Delivery', 'Indoor Seating', 'Free Wifi']",1
Tambaram,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",2
Tambaram,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']",1
Tambaram,"['Home Delivery', 'Indoor Seating']",38
Tambaram,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",2
Tambaram,"['Home Delivery', 'Outdoor Seating']",1
Tambaram,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Tambaram,"['Home Delivery', 'Serves Halal', 'Outdoor Seating']",1
Tambaram,"['Home Delivery', 'Standing Tables', 'Free Parking', 'Indoor Seating']",1
Tambaram,"['Home Delivery', 'Standing Tables', 'Indoor Seating', 'Desserts and Bakes']",1
Tambaram,"['Home Delivery', 'Standing Tables']",3
Tambaram,"['Home Delivery', 'Sugar Free Options', 'Indoor Seating', 'Desserts and Bakes']",1
Tambaram,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",1
Tambaram,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",2
Tambaram,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",3
Tambaram,['Home Delivery'],13
Thuraipakkam,"['Breakfast', 'Delivery Only']",1
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Free Parking', 'Free Wifi', 'Buffet', 'Indoor Seating', 'Table booking recommended']",1
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",1
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Free Parking', 'Kid Friendly', 'Indoor Seating']",1
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",1
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required']",2
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Indoor Seating']",8
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Table reservation required', 'Indoor Seating', 'Smoking Area']",1
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Table booking recommended', 'Serves Jain Food']",1
Thuraipakkam,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required']",1
Thuraipakkam,"['Breakfast', 'Home Delivery']",1
Thuraipakkam,"['Delivery Only', 'Desserts and Bakes']",1
Thuraipakkam,['Delivery Only'],14
Thuraipakkam,"['Home Delivery', 'Catering Available', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Catering Available', 'Table booking recommended', 'Indoor Seating', 'Wifi']",1
Thuraipakkam,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Desserts and Bakes', 'Outdoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Desserts and Bakes']",2
Thuraipakkam,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']",1
Thuraipakkam,"['Home Delivery', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']",1
Thuraipakkam,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table reservation required']",1
Thuraipakkam,"['Home Delivery', 'Free Parking', 'Indoor Seating']",3
Thuraipakkam,"['Home Delivery', 'Free Parking', 'Outdoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Full Bar Available', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating', 'Table booking recommended']",1
Thuraipakkam,"['Home Delivery', 'Full Bar Available', 'Live Entertainment', 'Indoor Seating', 'Table booking recommended', 'Brunch', 'Free Wifi', 'LGBTQIA Friendly', 'Buffet']",1
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes', 'Pre-Ordering Required', 'Wifi']",1
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table reservation required', 'Buffet']",1
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Catering Available']",1
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",3
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']",1
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",3
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Free Parking']",1
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Outdoor Seating', 'Free Parking']",1
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",2
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Self Service', 'Desserts and Bakes']",1
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",2
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",2
Thuraipakkam,"['Home Delivery', 'Indoor Seating', 'Wifi']",2
Thuraipakkam,"['Home Delivery', 'Indoor Seating']",29
Thuraipakkam,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Rooftop']",1
Thuraipakkam,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating', 'Desserts and Bakes']",1
Thuraipakkam,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Outdoor Seating']",5
Thuraipakkam,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Thuraipakkam,"['Home Delivery', 'Standing Tables', 'Free Parking']",1
Thuraipakkam,"['Home Delivery', 'Standing Tables']",2
Thuraipakkam,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']",2
Thuraipakkam,"['Home Delivery', 'Table booking for Groups', 'Indoor Seating', 'Free Parking', 'Table reservation required']",1
Thuraipakkam,"['Home Delivery', 'Table booking recommended', 'Indoor Seating', 'Catering Available', 'Wifi']",1
Thuraipakkam,"['Home Delivery', 'Table reservation required', 'Free Parking', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",4
Thuraipakkam,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",2
Thuraipakkam,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Free Wifi', 'Indoor Seating']",1
Thuraipakkam,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",1
Thuraipakkam,['Home Delivery'],20
Velachery,"['Breakfast', 'Delivery Only']",2
Velachery,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",1
Velachery,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']",1
Velachery,"['Breakfast', 'Home Delivery', 'Indoor Seating']",10
Velachery,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'All Day Breakfast', 'Desserts and Bakes']",1
Velachery,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Indoor Seating']",1
Velachery,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",1
Velachery,"['Breakfast', 'Home Delivery', 'Outdoor Seating']",1
Velachery,"['Breakfast', 'Home Delivery', 'Standing Tables', 'Catering Available', 'Indoor Seating']",1
Velachery,"['Breakfast', 'Home Delivery', 'Standing Tables', 'Free Parking']",1
Velachery,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Indoor Seating', 'Desserts and Bakes']",1
Velachery,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Catering Available', 'Desserts and Bakes', 'Indoor Seating']",1
Velachery,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",1
Velachery,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available', 'All Day Breakfast']",1
Velachery,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",7
Velachery,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",1
Velachery,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Serves Jain Food', 'Indoor Seating', 'Table reservation required', 'Catering Available']",1
Velachery,"['Breakfast', 'Home Delivery']",1
Velachery,"['Delivery Only', 'Desserts and Bakes']",1
Velachery,"['Delivery Only', 'Free Parking']",1
Velachery,['Delivery Only'],29
Velachery,"['Home Delivery', 'Catering Available', 'Free Parking', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Table reservation required']",1
Velachery,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Desserts and Bakes', 'Outdoor Seating']",1
Velachery,"['Home Delivery', 'Desserts and Bakes']",1
Velachery,"['Home Delivery', 'Free Parking', 'Buffet', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']",1
Velachery,"['Home Delivery', 'Free Parking', 'Catering Available', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']",1
Velachery,"['Home Delivery', 'Free Parking', 'Free Wifi', 'Indoor Seating', 'Desserts and Bakes']",1
Velachery,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Rooftop', 'Catering Available']",1
Velachery,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Sports TV', 'Table booking recommended']",1
Velachery,"['Home Delivery', 'Free Parking', 'Indoor Seating']",6
Velachery,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating']",2
Velachery,"['Home Delivery', 'Free Parking']",2
Velachery,"['Home Delivery', 'Full Bar Available', 'Wifi', 'Indoor Seating', 'Table booking recommended']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'All Day Breakfast']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'Buffet']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table reservation required']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'Catering Available']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",16
Velachery,"['Home Delivery', 'Indoor Seating', 'Free Parking']",2
Velachery,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Catering Available']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Rooftop']",1
Velachery,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Buffet']",1
Velachery,"['Home Delivery', 'Indoor Seating']",39
Velachery,"['Home Delivery', 'Lunch Menu', 'Valet Parking Available', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Available for Functions', 'Catering Available', 'Wifi']",1
Velachery,"['Home Delivery', 'Mall Parking', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Outdoor Seating', 'Buffet']",1
Velachery,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",2
Velachery,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",3
Velachery,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Velachery,"['Home Delivery', 'Serves Halal', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking for Groups', 'Kid Friendly', 'Buffet', 'Sports TV', 'Table booking recommended', 'Card Upon Delivery', 'Catering Available']",1
Velachery,"['Home Delivery', 'Serves Halal', 'Outdoor Seating', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Standing Tables', 'Desserts and Bakes']",1
Velachery,"['Home Delivery', 'Standing Tables', 'Free Parking', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Standing Tables', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Standing Tables']",1
Velachery,"['Home Delivery', 'Table booking recommended', 'Catering Available', 'Indoor Seating', 'Card Upon Delivery']",1
Velachery,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating', 'Buffet']",1
Velachery,"['Home Delivery', 'Valet Parking Available', 'Table reservation required', 'Wifi', 'Buffet', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Wifi', 'Serves Jain Food', 'Buffet', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating', 'Free Wifi']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Sugar Free Options']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",5
Velachery,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Table booking recommended']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",4
Velachery,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Desserts and Bakes']",2
Velachery,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",1
Velachery,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']",1
Velachery,"['Home Delivery', 'Vegetarian Only']",2
Velachery,['Home Delivery'],16
others,"['Breakfast', 'Catering Available', 'Valet Parking Available', 'Indoor Seating']",1
others,"['Breakfast', 'Delivery Only', 'Desserts and Bakes']",1
others,"['Breakfast', 'Delivery Only', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Delivery Only', 'Serves Jain Food']",1
others,"['Breakfast', 'Delivery Only', 'Vegetarian Only']",3
others,"['Breakfast', 'Delivery Only']",19
others,"['Breakfast', 'Home Delivery', 'Catering Available', 'Serves Jain Food', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Catering Available', 'Wifi', 'Desserts and Bakes', 'Pre-Ordering Required', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",2
others,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Home Delivery', 'Desserts and Bakes']",3
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Catering Available', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Free Wifi', 'Indoor Seating', 'Table reservation required', 'Group Meal']",1
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes', 'Live Music', 'Egg Preparations', 'Wifi']",1
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",27
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Outdoor Seating', 'Smoking Area', 'Valet Parking Available', 'Indoor Seating', 'Kid Friendly', 'Pet Friendly', 'Wifi', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Pool Table', 'Indoor Seating', 'Wifi', 'All Day Breakfast', 'Brunch', 'Group Meal', 'Live Sports Screening', 'Valet Parking Available', 'Table booking recommended', 'Kid Friendly', 'Smoking Area', 'Buffet']",1
