Location,Features,Name of Restaurant
others,"['Home Delivery', 'Indoor Seating', 'Sugar Free Options', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Indoor Seating', 'Sugar Free Options']",2
others,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available', 'Wifi']",1
others,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available']",1
others,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required', 'Valet Parking Available', 'Wifi']",1
others,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",20
others,"['Home Delivery', 'Indoor Seating', 'Table booking for Groups', 'Available for Functions', 'Catering Available', 'Table booking recommended', 'Bulk Orders Accepted', 'Buffet']",1
others,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Catering Available', 'Wifi']",1
others,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Catering Available', 'Wifi']",1
others,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Catering Available']",2
others,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Free Parking', 'Table booking for Groups', 'Valet Parking Available']",1
others,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Free Parking']",1
others,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Free Parking', 'Catering Available', 'Buffet', 'Group Meal']",1
others,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi']",2
others,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",20
others,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']",3
others,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Free Wifi']",1
others,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Pre-Ordering Required']",1
others,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Wifi']",2
others,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",29
others,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Free Parking']",2
others,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Rooftop', 'Table booking recommended']",1
others,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Table Reservation Not Required']",1
others,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Table booking recommended']",2
others,"['Home Delivery', 'Indoor Seating', 'Wifi']",13
others,"['Home Delivery', 'Indoor Seating']",787
others,"['Home Delivery', 'Kid Friendly', 'Free Parking', 'Indoor Seating', 'Disabled Friendly', 'Wifi', 'Live Music', 'Free Wifi']",1
others,"['Home Delivery', 'Lunch Menu', 'Indoor Seating', 'Desserts and Bakes', 'Free Parking', 'Table booking recommended', 'Group Meal']",1
others,"['Home Delivery', 'Lunch Menu', 'Valet Parking Available', 'Bulk Orders Accepted', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Available for Functions', 'Catering Available', 'Wifi', 'Buffet']",1
others,"['Home Delivery', 'Mall Parking', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Card Upon Delivery']",1
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes']",4
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Rooftop', 'Card Upon Delivery']",1
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Rooftop']",3
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available', 'Wifi']",1
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available']",1
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required', 'Rooftop']",1
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required']",2
others,"['Home Delivery', 'Mall Parking', 'Indoor Seating']",11
others,"['Home Delivery', 'Mall Parking', 'Outdoor Seating', 'Rooftop', 'Indoor Seating']",3
others,"['Home Delivery', 'Mall Parking', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']",1
others,"['Home Delivery', 'Mall Parking', 'Wifi', 'Indoor Seating', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Outdoor Seating', 'Available for Functions', 'Indoor Seating']",1
others,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Indoor Seating']",2
others,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Kid Friendly', 'Wifi']",1
others,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Self Service']",1
others,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",12
others,"['Home Delivery', 'Outdoor Seating', 'Free Parking']",3
others,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",16
others,"['Home Delivery', 'Outdoor Seating', 'Pet Friendly', 'Indoor Seating', 'Wifi', 'All Day Breakfast']",1
others,"['Home Delivery', 'Outdoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Outdoor Seating', 'Rooftop', 'Indoor Seating', 'Table booking recommended']",2
others,"['Home Delivery', 'Outdoor Seating', 'Rooftop', 'Table Reservation Not Required', 'Indoor Seating']",1
others,"['Home Delivery', 'Outdoor Seating', 'Self Service']",1
others,"['Home Delivery', 'Outdoor Seating', 'Sugar Free Options', 'Free Parking', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Outdoor Seating', 'Sugar Free Options']",1
others,"['Home Delivery', 'Outdoor Seating', 'Table booking recommended', 'Indoor Seating']",1
others,"['Home Delivery', 'Outdoor Seating', 'Table booking recommended', 'Smoking Area', 'Indoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Outdoor Seating', 'Table reservation required', 'Indoor Seating', 'Catering Available']",1
others,"['Home Delivery', 'Outdoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Outdoor Seating']",48
others,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",4
others,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",1
others,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",17
others,"['Home Delivery', 'Pre-Ordering Required', 'Free Parking', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Pre-Ordering Required', 'Home Baker', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Restricted Entry', 'Catering Available', 'Indoor Seating']",2
others,"['Home Delivery', 'Rooftop', 'All Day Breakfast', 'Indoor Seating', 'Buffet']",1
others,"['Home Delivery', 'Rooftop', 'Free Parking', 'Indoor Seating', 'Group Meal']",1
others,"['Home Delivery', 'Self Service', 'Group Meal', 'Indoor Seating']",1
others,"['Home Delivery', 'Self Service', 'Outdoor Seating']",1
others,"['Home Delivery', 'Self Service']",4
others,"['Home Delivery', 'Serves Halal', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']",1
others,"['Home Delivery', 'Serves Halal', 'Free Parking', 'Indoor Seating', 'Table booking for Groups', 'Valet Parking Available', 'Table booking recommended', 'Card Upon Delivery']",1
others,"['Home Delivery', 'Serves Halal', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Table reservation required', 'Catering Available', 'Valet Parking Available', 'Table booking for Groups', 'Kid Friendly']",1
others,"['Home Delivery', 'Serves Halal', 'Free Parking', 'Indoor Seating']",3
others,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Catering Available']",1
others,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Self Service']",2
others,"['Home Delivery', 'Serves Halal', 'Indoor Seating']",13
others,"['Home Delivery', 'Serves Halal', 'Mall Parking', 'Indoor Seating']",2
others,"['Home Delivery', 'Serves Halal', 'Outdoor Seating', 'Indoor Seating']",3
others,"['Home Delivery', 'Serves Halal']",1
others,"['Home Delivery', 'Smoking Area', 'Outdoor Seating', 'Indoor Seating']",1
others,"['Home Delivery', 'Standing Tables', 'Desserts and Bakes']",3
others,"['Home Delivery', 'Standing Tables', 'Indoor Seating']",2
others,"['Home Delivery', 'Standing Tables', 'Outdoor Seating', 'Self Service']",1
others,"['Home Delivery', 'Standing Tables', 'Outdoor Seating']",1
others,"['Home Delivery', 'Standing Tables', 'Self Service']",1
others,"['Home Delivery', 'Standing Tables', 'Sugar Free Options']",1
others,"['Home Delivery', 'Standing Tables', 'Wifi']",1
others,"['Home Delivery', 'Standing Tables']",38
others,"['Home Delivery', 'Sugar Free Options', 'Desserts and Bakes', 'Outdoor Seating', 'Indoor Seating']",1
others,"['Home Delivery', 'Sugar Free Options', 'Indoor Seating']",1
others,"['Home Delivery', 'Sugar Free Options', 'Outdoor Seating']",1
others,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating', 'Free Parking']",1
others,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']",8
others,"['Home Delivery', 'Table Reservation Not Required', 'Vegan Options', 'Free Parking', 'Indoor Seating']",1
others,"['Home Delivery', 'Table booking recommended', 'Buffet', 'Free Parking', 'Kid Friendly', 'Indoor Seating']",1
others,"['Home Delivery', 'Table booking recommended', 'Catering Available', 'Indoor Seating']",1
others,"['Home Delivery', 'Table booking recommended', 'Free Parking', 'Indoor Seating']",1
others,"['Home Delivery', 'Table booking recommended', 'Indoor Seating', 'Buffet']",1
others,"['Home Delivery', 'Table booking recommended', 'Indoor Seating', 'Catering Available', 'Buffet']",1
others,"['Home Delivery', 'Table booking recommended', 'Indoor Seating', 'Disabled Friendly', 'Valet Parking Available', 'Kid Friendly', 'Wifi']",1
others,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']",6
others,"['Home Delivery', 'Table booking recommended', 'Valet Parking Available', 'Indoor Seating']",1
others,"['Home Delivery', 'Table booking recommended']",1
others,"['Home Delivery', 'Table reservation required', 'Free Parking', 'Indoor Seating']",1
others,"['Home Delivery', 'Table reservation required', 'Indoor Seating', 'Catering Available']",1
others,"['Home Delivery', 'Table reservation required', 'Indoor Seating']",4
others,"['Home Delivery', 'Valet Parking Available', 'Buffet', 'Indoor Seating']",1
others,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Free Wifi', 'Kid Friendly', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Catering Available', 'Disabled Friendly', 'Smoking Area', 'Buffet']",1
others,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Outdoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table booking for Groups', 'Available for Functions', 'Catering Available', 'Outdoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Buffet']",1
others,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Disabled Friendly', 'Pet Friendly', 'Outdoor Seating', 'Free Wifi', 'Kid Friendly', 'Wifi']",1
others,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table reservation required']",3
others,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating']",1
others,"['Home Delivery', 'Valet Parking Available', 'Live Music', 'Smoking Area', 'Outdoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Valet Parking Available', 'Table booking for Groups', 'Free Parking', 'Indoor Seating', 'Wifi', 'Free Wifi', 'Table booking recommended']",1
others,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'All Day Breakfast', 'Desserts and Bakes', 'Indoor Seating']",1
others,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Available for Functions', 'Catering Available', 'Indoor Seating', 'Bulk Orders Accepted', 'Buffet']",1
others,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']",2
others,"['Home Delivery', 'Valet Parking Available', 'Table reservation required', 'Buffet', 'Indoor Seating', 'Kid Friendly']",1
others,"['Home Delivery', 'Valet Parking Available', 'Table reservation required', 'Indoor Seating']",2
others,"['Home Delivery', 'Vegetarian Only', 'Board Games', 'Indoor Seating', 'Smoking Area', 'Free Parking', 'Kid Friendly', 'Private Dining Area Available', 'Wifi', 'Group Meal']",1
others,"['Home Delivery', 'Vegetarian Only', 'Buffet', 'Free Parking', 'Indoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Bulk Orders Accepted', 'Self Service', 'Free Parking', 'Indoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Catering Available']",1
others,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Free Parking', 'Catering Available']",1
others,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Sugar Free Options']",2
others,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",3
others,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",11
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",5
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Outdoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Buffet', 'Desserts and Bakes', 'Dance Floor', 'Live Music', 'Kid Friendly', 'Private Dining Area Available', 'Vegan Options']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Kid Friendly', 'Wifi', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Serves Jain Food', 'Live Music', 'Vegan Options']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended', 'Private Dining Area Available', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table reservation required', 'Kid Friendly', 'Private Dining Area Available', 'Serves Jain Food', 'Buffet']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",10
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Outdoor Seating', 'Catering Available']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating', 'Catering Available']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Rooftop', 'Indoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table Reservation Not Required', 'Indoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table booking recommended', 'Indoor Seating', 'Available for Functions', 'Kid Friendly']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Free Parking']",1
others,"['Home Delivery', 'Vegetarian Only', 'Home Baker', 'Pre-Ordering Required', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'All Day Breakfast', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'All Day Breakfast']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet', 'Table booking recommended']",2
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Pre-Ordering Required', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",5
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available', 'Sugar Free Options']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",3
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Sugar Free Options']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Table booking recommended']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",55
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']",5
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Wifi']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Pre-Ordering Required']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Rooftop', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Catering Available']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Vegan Options']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']",2
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Sugar Free Options', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required', 'Buffet']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended']",2
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required']",3
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",59
others,"['Home Delivery', 'Vegetarian Only', 'Live Music', 'Buffet', 'Indoor Seating', 'Brunch']",1
others,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Desserts and Bakes', 'Indoor Seating']",3
others,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Free Parking', 'Free Wifi', 'Indoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Free Parking', 'Kid Friendly', 'Wifi', 'Desserts and Bakes', 'Free Wifi']",1
others,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes']",6
others,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Rooftop']",1
others,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating']",2
others,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",19
others,"['Home Delivery', 'Vegetarian Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",3
others,"['Home Delivery', 'Vegetarian Only', 'Pre-Ordering Required']",3
others,"['Home Delivery', 'Vegetarian Only', 'Self Service']",1
others,"['Home Delivery', 'Vegetarian Only', 'Standing Tables', 'Outdoor Seating', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Vegetarian Only', 'Standing Tables']",2
others,"['Home Delivery', 'Vegetarian Only', 'Sugar Free Options', 'Indoor Seating', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Vegetarian Only', 'Table Reservation Not Required']",1
others,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Buffet', 'Indoor Seating', 'Catering Available']",1
others,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Indoor Seating', 'Buffet', 'Outdoor Seating', 'Table booking recommended', 'Serves Jain Food', 'Brunch']",1
others,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Buffet']",1
others,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Indoor Seating']",1
others,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Serves Jain Food']",1
others,"['Home Delivery', 'Vegetarian Only', 'Wifi', 'Desserts and Bakes', 'Board Games', 'Indoor Seating', 'Kid Friendly', 'Free Parking', 'Free Wifi']",1
others,"['Home Delivery', 'Vegetarian Only']",39
others,"['Home Delivery', 'Wheelchair Accessible', 'Buffet', 'Valet Parking Available', 'Table booking recommended', 'LGBTQIA Friendly', 'Indoor Seating', 'Available for Functions']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Free Parking', 'Indoor Seating', 'Table Reservation Not Required', 'Valet Parking Available', 'Disabled Friendly']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Free Parking', 'Indoor Seating']",2
others,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Luxury Dining', 'Gluten Free Options', 'Vegan Options', 'Brunch', 'Live Sports Screening', '4/5 Star', 'Smoking Area', 'Wifi', 'Serves Jain Food', 'Buffet', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Buffet', 'Table booking recommended']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Card Upon Delivery']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Rooftop', 'Wifi']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Desserts and Bakes', 'Indoor Seating']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Card Upon Delivery']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Catering Available']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Wifi', 'Card Upon Delivery']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Sports TV', 'Wifi', 'Free Parking', 'Live Sports Screening', 'Pool Table', 'Indoor Seating', 'Kid Friendly', 'Disabled Friendly', 'Gaming Area']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Valet Parking Available', 'Table booking recommended', 'Wifi', 'Indoor Seating']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Serves Jain Food', 'Table Reservation Not Required']",1
others,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Outdoor Seating', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Wifi', 'Desserts and Bakes', 'Outdoor Seating', 'Indoor Seating']",1
others,"['Home Delivery', 'Wifi', 'Free Parking', 'Indoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Wifi', 'Indoor Seating', 'Free Parking']",1
others,"['Home Delivery', 'Wifi', 'Indoor Seating']",2
others,"['Home Delivery', 'Wine', 'Rooftop', 'Indoor Seating', 'Table booking recommended']",1
others,['Home Delivery'],252
others,"['Indoor Seating', 'Wifi']",1
others,['Indoor Seating'],2
others,"['Takeaway Only', 'Vegetarian Only']",1
others,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1
